cellID,cellType,sampleID
HP1504901_D2,alpha cell,HP1504901
HP1504901_D21,alpha cell,HP1504901
HP1504901_D22,alpha cell,HP1504901
HP1504901_D23,alpha cell,HP1504901
HP1504901_D24,gamma cell,HP1504901
HP1504901_D5,alpha cell,HP1504901
HP1504901_D6,delta cell,HP1504901
HP1504901_D7,beta cell,HP1504901
HP1504901_D9,gamma cell,HP1504901
HP1504901_E10,co-expression cell,HP1504901
HP1504901_E14,alpha cell,HP1504901
HP1504901_E16,beta cell,HP1504901
HP1504901_E18,alpha cell,HP1504901
HP1504901_E2,endothelial cell,HP1504901
HP1504901_E21,beta cell,HP1504901
HP1504901_E23,gamma cell,HP1504901
HP1504901_E24,alpha cell,HP1504901
HP1504901_E6,ductal cell,HP1504901
HP1504901_E9,PSC cell,HP1504901
HP1504901_F1,gamma cell,HP1504901
HP1504901_F10,alpha cell,HP1504901
HP1504901_F11,beta cell,HP1504901
HP1504901_F12,alpha cell,HP1504901
HP1504901_F13,beta cell,HP1504901
HP1504901_F14,epsilon cell,HP1504901
HP1504901_F15,gamma cell,HP1504901
HP1504901_F16,endothelial cell,HP1504901
HP1504901_F17,beta cell,HP1504901
HP1504901_F18,gamma cell,HP1504901
HP1504901_F19,alpha cell,HP1504901
HP1504901_F2,delta cell,HP1504901
HP1504901_F20,alpha cell,HP1504901
HP1504901_F23,acinar cell,HP1504901
HP1504901_F24,alpha cell,HP1504901
HP1504901_F3,alpha cell,HP1504901
HP1504901_F4,alpha cell,HP1504901
HP1504901_F5,alpha cell,HP1504901
HP1504901_F8,ductal cell,HP1504901
HP1504901_F9,alpha cell,HP1504901
HP1504901_G10,endothelial cell,HP1504901
HP1504901_G11,ductal cell,HP1504901
HP1504901_G12,beta cell,HP1504901
HP1504901_G13,alpha cell,HP1504901
HP1504901_G15,alpha cell,HP1504901
HP1504901_G16,co-expression cell,HP1504901
HP1504901_G18,beta cell,HP1504901
HP1504901_G19,alpha cell,HP1504901
HP1504901_G2,alpha cell,HP1504901
HP1504901_G20,gamma cell,HP1504901
HP1504901_G21,beta cell,HP1504901
HP1504901_G24,alpha cell,HP1504901
HP1504901_G3,alpha cell,HP1504901
HP1504901_G4,beta cell,HP1504901
HP1504901_G6,alpha cell,HP1504901
HP1504901_G8,beta cell,HP1504901
HP1504901_G9,alpha cell,HP1504901
HP1504901_H1,alpha cell,HP1504901
HP1504901_H10,alpha cell,HP1504901
HP1504901_H11,alpha cell,HP1504901
HP1504901_H12,alpha cell,HP1504901
HP1504901_H14,gamma cell,HP1504901
HP1504901_H16,acinar cell,HP1504901
HP1504901_H17,beta cell,HP1504901
HP1504901_H18,beta cell,HP1504901
HP1504901_H19,gamma cell,HP1504901
HP1504901_H2,alpha cell,HP1504901
HP1504901_H22,beta cell,HP1504901
HP1504901_H4,alpha cell,HP1504901
HP1504901_H5,beta cell,HP1504901
HP1504901_H6,alpha cell,HP1504901
HP1504901_I10,ductal cell,HP1504901
HP1504901_I12,alpha cell,HP1504901
HP1504901_I13,endothelial cell,HP1504901
HP1504901_I17,endothelial cell,HP1504901
HP1504901_I18,gamma cell,HP1504901
HP1504901_I19,PSC cell,HP1504901
HP1504901_I2,alpha cell,HP1504901
HP1504901_I21,alpha cell,HP1504901
HP1504901_I22,gamma cell,HP1504901
HP1504901_I23,co-expression cell,HP1504901
HP1504901_I24,alpha cell,HP1504901
HP1504901_I3,alpha cell,HP1504901
HP1504901_I7,delta cell,HP1504901
HP1504901_I8,alpha cell,HP1504901
HP1504901_J12,alpha cell,HP1504901
HP1504901_J15,co-expression cell,HP1504901
HP1504901_J17,alpha cell,HP1504901
HP1504901_J18,PSC cell,HP1504901
HP1504901_J20,alpha cell,HP1504901
HP1504901_J22,alpha cell,HP1504901
HP1504901_J23,alpha cell,HP1504901
HP1504901_J24,PSC cell,HP1504901
HP1504901_J3,beta cell,HP1504901
HP1504901_J4,delta cell,HP1504901
HP1504901_J5,ductal cell,HP1504901
HP1504901_J6,alpha cell,HP1504901
HP1504901_J7,beta cell,HP1504901
HP1504901_J8,alpha cell,HP1504901
HP1504901_J9,gamma cell,HP1504901
HP1504901_K1,alpha cell,HP1504901
HP1504901_K12,alpha cell,HP1504901
HP1504901_K14,gamma cell,HP1504901
HP1504901_K19,beta cell,HP1504901
HP1504901_K20,delta cell,HP1504901
HP1504901_K22,beta cell,HP1504901
HP1504901_K23,ductal cell,HP1504901
HP1504901_K5,alpha cell,HP1504901
HP1504901_K6,alpha cell,HP1504901
HP1504901_L1,alpha cell,HP1504901
HP1504901_L13,alpha cell,HP1504901
HP1504901_L14,alpha cell,HP1504901
HP1504901_L16,ductal cell,HP1504901
HP1504901_L17,beta cell,HP1504901
HP1504901_L18,gamma cell,HP1504901
HP1504901_L20,beta cell,HP1504901
HP1504901_L21,alpha cell,HP1504901
HP1504901_L22,beta cell,HP1504901
HP1504901_L3,gamma cell,HP1504901
HP1504901_L8,beta cell,HP1504901
HP1504901_L9,gamma cell,HP1504901
HP1504901_M11,PSC cell,HP1504901
HP1504901_M12,alpha cell,HP1504901
HP1504901_M18,alpha cell,HP1504901
HP1504901_M19,PSC cell,HP1504901
HP1504901_M21,delta cell,HP1504901
HP1504901_M24,alpha cell,HP1504901
HP1504901_M3,alpha cell,HP1504901
HP1504901_M4,gamma cell,HP1504901
HP1504901_N1,alpha cell,HP1504901
HP1504901_N12,alpha cell,HP1504901
HP1504901_N13,beta cell,HP1504901
HP1504901_N15,gamma cell,HP1504901
HP1504901_N16,alpha cell,HP1504901
HP1504901_N17,alpha cell,HP1504901
HP1504901_N18,ductal cell,HP1504901
HP1504901_N19,alpha cell,HP1504901
HP1504901_N2,alpha cell,HP1504901
HP1504901_N21,PSC cell,HP1504901
HP1504901_N22,alpha cell,HP1504901
HP1504901_N23,gamma cell,HP1504901
HP1504901_N24,delta cell,HP1504901
HP1504901_N7,alpha cell,HP1504901
HP1504901_N8,beta cell,HP1504901
HP1504901_N9,gamma cell,HP1504901
HP1504901_O1,gamma cell,HP1504901
HP1504901_O10,alpha cell,HP1504901
HP1504901_O11,ductal cell,HP1504901
HP1504901_O14,ductal cell,HP1504901
HP1504901_O16,alpha cell,HP1504901
HP1504901_O17,alpha cell,HP1504901
HP1504901_O18,beta cell,HP1504901
HP1504901_O20,beta cell,HP1504901
HP1504901_O21,gamma cell,HP1504901
HP1504901_O24,gamma cell,HP1504901
HP1504901_O4,ductal cell,HP1504901
HP1504901_O5,gamma cell,HP1504901
HP1504901_O6,alpha cell,HP1504901
HP1504901_O7,alpha cell,HP1504901
HP1504901_O8,beta cell,HP1504901
HP1504901_O9,alpha cell,HP1504901
HP1504901_P10,alpha cell,HP1504901
HP1504901_P11,ductal cell,HP1504901
HP1504901_P14,beta cell,HP1504901
HP1504901_P18,endothelial cell,HP1504901
HP1504901_P20,alpha cell,HP1504901
HP1504901_P21,alpha cell,HP1504901
HP1504901_P3,endothelial cell,HP1504901
HP1504901_P7,ductal cell,HP1504901
HP1504901_P9,PSC cell,HP1504901
HP1506401_A12,ductal cell,HP1506401
HP1506401_A15,beta cell,HP1506401
HP1506401_A17,beta cell,HP1506401
HP1506401_A18,ductal cell,HP1506401
HP1506401_A20,ductal cell,HP1506401
HP1506401_A21,alpha cell,HP1506401
HP1506401_A24,beta cell,HP1506401
HP1506401_A4,ductal cell,HP1506401
HP1506401_A5,alpha cell,HP1506401
HP1506401_A6,acinar cell,HP1506401
HP1506401_A7,acinar cell,HP1506401
HP1506401_A9,acinar cell,HP1506401
HP1506401_B1,acinar cell,HP1506401
HP1506401_B11,beta cell,HP1506401
HP1506401_B14,acinar cell,HP1506401
HP1506401_B15,PSC cell,HP1506401
HP1506401_B16,acinar cell,HP1506401
HP1506401_B17,ductal cell,HP1506401
HP1506401_B20,PSC cell,HP1506401
HP1506401_B22,gamma cell,HP1506401
HP1506401_B23,ductal cell,HP1506401
HP1506401_B24,ductal cell,HP1506401
HP1506401_B3,gamma cell,HP1506401
HP1506401_B4,gamma cell,HP1506401
HP1506401_B5,acinar cell,HP1506401
HP1506401_B6,acinar cell,HP1506401
HP1506401_B8,co-expression cell,HP1506401
HP1506401_C13,acinar cell,HP1506401
HP1506401_C15,beta cell,HP1506401
HP1506401_C16,ductal cell,HP1506401
HP1506401_C17,ductal cell,HP1506401
HP1506401_C23,acinar cell,HP1506401
HP1506401_C24,acinar cell,HP1506401
HP1506401_C4,beta cell,HP1506401
HP1506401_C5,alpha cell,HP1506401
HP1506401_C7,acinar cell,HP1506401
HP1506401_C8,beta cell,HP1506401
HP1506401_C9,beta cell,HP1506401
HP1506401_D1,ductal cell,HP1506401
HP1506401_D12,acinar cell,HP1506401
HP1506401_D13,beta cell,HP1506401
HP1506401_D14,acinar cell,HP1506401
HP1506401_D15,ductal cell,HP1506401
HP1506401_D17,ductal cell,HP1506401
HP1506401_D2,ductal cell,HP1506401
HP1506401_D24,acinar cell,HP1506401
HP1506401_D3,acinar cell,HP1506401
HP1506401_D7,ductal cell,HP1506401
HP1506401_D8,ductal cell,HP1506401
HP1506401_D9,gamma cell,HP1506401
HP1506401_E11,alpha cell,HP1506401
HP1506401_E12,gamma cell,HP1506401
HP1506401_E15,alpha cell,HP1506401
HP1506401_E16,delta cell,HP1506401
HP1506401_E17,ductal cell,HP1506401
HP1506401_E18,acinar cell,HP1506401
HP1506401_E20,acinar cell,HP1506401
HP1506401_E23,acinar cell,HP1506401
HP1506401_E24,acinar cell,HP1506401
HP1506401_E6,ductal cell,HP1506401
HP1506401_E8,acinar cell,HP1506401
HP1506401_F10,ductal cell,HP1506401
HP1506401_F11,beta cell,HP1506401
HP1506401_F12,beta cell,HP1506401
HP1506401_F13,alpha cell,HP1506401
HP1506401_F16,acinar cell,HP1506401
HP1506401_F17,alpha cell,HP1506401
HP1506401_F18,beta cell,HP1506401
HP1506401_F19,ductal cell,HP1506401
HP1506401_F2,acinar cell,HP1506401
HP1506401_F21,ductal cell,HP1506401
HP1506401_F22,co-expression cell,HP1506401
HP1506401_F23,ductal cell,HP1506401
HP1506401_F24,beta cell,HP1506401
HP1506401_F3,acinar cell,HP1506401
HP1506401_F5,acinar cell,HP1506401
HP1506401_F8,beta cell,HP1506401
HP1506401_F9,beta cell,HP1506401
HP1506401_G1,alpha cell,HP1506401
HP1506401_G11,delta cell,HP1506401
HP1506401_G12,beta cell,HP1506401
HP1506401_G13,alpha cell,HP1506401
HP1506401_G14,acinar cell,HP1506401
HP1506401_G16,acinar cell,HP1506401
HP1506401_G18,ductal cell,HP1506401
HP1506401_G19,ductal cell,HP1506401
HP1506401_G2,ductal cell,HP1506401
HP1506401_G20,ductal cell,HP1506401
HP1506401_G21,ductal cell,HP1506401
HP1506401_G23,ductal cell,HP1506401
HP1506401_G24,alpha cell,HP1506401
HP1506401_G3,alpha cell,HP1506401
HP1506401_G4,acinar cell,HP1506401
HP1506401_G5,alpha cell,HP1506401
HP1506401_G6,beta cell,HP1506401
HP1506401_G8,gamma cell,HP1506401
HP1506401_G9,beta cell,HP1506401
HP1506401_H1,acinar cell,HP1506401
HP1506401_H13,alpha cell,HP1506401
HP1506401_H14,alpha cell,HP1506401
HP1506401_H15,acinar cell,HP1506401
HP1506401_H16,acinar cell,HP1506401
HP1506401_H18,acinar cell,HP1506401
HP1506401_H19,gamma cell,HP1506401
HP1506401_H2,ductal cell,HP1506401
HP1506401_H22,alpha cell,HP1506401
HP1506401_H23,ductal cell,HP1506401
HP1506401_H3,acinar cell,HP1506401
HP1506401_H4,ductal cell,HP1506401
HP1506401_H6,ductal cell,HP1506401
HP1506401_H7,ductal cell,HP1506401
HP1506401_H9,ductal cell,HP1506401
HP1506401_I1,gamma cell,HP1506401
HP1506401_I10,acinar cell,HP1506401
HP1506401_I11,beta cell,HP1506401
HP1506401_I12,beta cell,HP1506401
HP1506401_I13,acinar cell,HP1506401
HP1506401_I14,gamma cell,HP1506401
HP1506401_I15,acinar cell,HP1506401
HP1506401_I17,gamma cell,HP1506401
HP1506401_I18,acinar cell,HP1506401
HP1506401_I2,gamma cell,HP1506401
HP1506401_I21,ductal cell,HP1506401
HP1506401_I23,beta cell,HP1506401
HP1506401_I24,ductal cell,HP1506401
HP1506401_I4,ductal cell,HP1506401
HP1506401_I6,acinar cell,HP1506401
HP1506401_I8,alpha cell,HP1506401
HP1506401_J11,acinar cell,HP1506401
HP1506401_J14,acinar cell,HP1506401
HP1506401_J15,acinar cell,HP1506401
HP1506401_J16,epsilon cell,HP1506401
HP1506401_J17,beta cell,HP1506401
HP1506401_J19,beta cell,HP1506401
HP1506401_J2,acinar cell,HP1506401
HP1506401_J20,ductal cell,HP1506401
HP1506401_J21,ductal cell,HP1506401
HP1506401_J22,ductal cell,HP1506401
HP1506401_J23,acinar cell,HP1506401
HP1506401_J24,acinar cell,HP1506401
HP1506401_J3,acinar cell,HP1506401
HP1506401_J4,alpha cell,HP1506401
HP1506401_J5,ductal cell,HP1506401
HP1506401_J6,acinar cell,HP1506401
HP1506401_J7,ductal cell,HP1506401
HP1506401_J8,ductal cell,HP1506401
HP1506401_J9,acinar cell,HP1506401
HP1506401_K1,beta cell,HP1506401
HP1506401_K12,alpha cell,HP1506401
HP1506401_K14,acinar cell,HP1506401
HP1506401_K15,acinar cell,HP1506401
HP1506401_K16,ductal cell,HP1506401
HP1506401_K17,ductal cell,HP1506401
HP1506401_K19,ductal cell,HP1506401
HP1506401_K2,acinar cell,HP1506401
HP1506401_K21,beta cell,HP1506401
HP1506401_K22,gamma cell,HP1506401
HP1506401_K23,gamma cell,HP1506401
HP1506401_K4,ductal cell,HP1506401
HP1506401_K6,acinar cell,HP1506401
HP1506401_L1,ductal cell,HP1506401
HP1506401_L10,ductal cell,HP1506401
HP1506401_L11,acinar cell,HP1506401
HP1506401_L13,ductal cell,HP1506401
HP1506401_L14,co-expression cell,HP1506401
HP1506401_L17,gamma cell,HP1506401
HP1506401_L18,acinar cell,HP1506401
HP1506401_L19,acinar cell,HP1506401
HP1506401_L2,co-expression cell,HP1506401
HP1506401_L20,ductal cell,HP1506401
HP1506401_L21,ductal cell,HP1506401
HP1506401_L22,acinar cell,HP1506401
HP1506401_L23,alpha cell,HP1506401
HP1506401_L3,acinar cell,HP1506401
HP1506401_L4,ductal cell,HP1506401
HP1506401_L5,beta cell,HP1506401
HP1506401_L7,acinar cell,HP1506401
HP1506401_L9,acinar cell,HP1506401
HP1506401_M1,acinar cell,HP1506401
HP1506401_M11,ductal cell,HP1506401
HP1506401_M12,alpha cell,HP1506401
HP1506401_M16,ductal cell,HP1506401
HP1506401_M17,acinar cell,HP1506401
HP1506401_M18,acinar cell,HP1506401
HP1506401_M19,acinar cell,HP1506401
HP1506401_M21,ductal cell,HP1506401
HP1506401_M4,acinar cell,HP1506401
HP1506401_M6,gamma cell,HP1506401
HP1506401_M8,acinar cell,HP1506401
